name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating
Aria Vũng Tàu Hotel & Resort,https://firavilla.vn/,No description,247451960000,"Long Cung Beach, Tan Son Nhat International Airport, Hafi Hotel",No class,"https://lh5.googleusercontent.com/p/AF1QipOXEVVNkDSfidYROXe1P2zDzRxAzg6MLXMCG96n=s10000, https://lh5.googleusercontent.com/p/AF1QipMLb6BdAJRdLF5lICkQj3Y7FeFg27IaVFS2Lq3F=s10000, https://lh5.googleusercontent.com/p/AF1QipPl2j86hxLBR7eQhw0cpF78QsZIe6rrbMfrDh2Y=s10000, https://lh5.googleusercontent.com/p/AF1QipMLXC8m9aAX-TLJ2pb4jMv5kFnGnYnhnGVZwpvW=s10000, https://cdn.worldota.net/t/1024x768/content/8a/28/8a2843cbc85e7f6d6dfde04a41446bb7025bf5ca.jpeg, https://lh5.googleusercontent.com/p/AF1QipMKLL4sIjBT0MA2_XXjjEKjDDvcdG9t7VDNf-qD=s10000, https://lh5.googleusercontent.com/p/AF1QipOx7kCGDg13mUTqDu3-cmP3r0jSTG04x3Sl7Kj6=s10000, https://lh5.googleusercontent.com/p/AF1QipNR7u90Ds_y0oiwE2ZEPJiqsWxe_yrZF5FiVdQH=s10000, https://lh5.googleusercontent.com/p/AF1QipOfl4zHFBTuZh9a5K-vgdcyHxrlLjCykooM0HPG=s10000",2.5
The Ruộng Resort,https://theruongresort.com/,No description,171500000000,"Tan Son Nhat International Airport, Hải sản tươi sống Trinh Diễm",No class,"https://lh5.googleusercontent.com/p/AF1QipNGPOJAChfjhZyNILLqnXwC5q1Bbi9NsKr4Vv4e=s10000, https://images.trvl-media.com/lodging/45000000/44390000/44386700/44386649/363d76b0_z.jpg, https://images.trvl-media.com/lodging/45000000/44390000/44386700/44386649/12654ddc_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOEC-nj4MhBnMVyS4SYYKTraCb3KCN66rBVInAt=s10000, https://images.trvl-media.com/lodging/45000000/44390000/44386700/44386649/b64e79c4_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPNFaBWp2XcqECsAbdYgyRAs0cj64IWLmEAWjbA=s10000, https://lh5.googleusercontent.com/p/AF1QipNO3NtGNXCmOwQKh3TyyX7GQPJVIz0Hhx7-joND=s10000, https://lh5.googleusercontent.com/p/AF1QipNYydF0UY7RD53QALC6eT7PlxKCJ-OMV51Zzhsq=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/70/30/85/caption.jpg?w=1900&h=1400&s=1",3.2
LQ VILLA -Nguyễn Chí Thanh,No link,No description,955493630000,"Freshwater Pass, Tan Son Nhat International Airport, Quán Huế chay container",No class,"https://lh5.googleusercontent.com/p/AF1QipPkZEvbkabM4vI4yIyFDlYDPenDSGcgtIBDVaWm=s10000, https://lh5.googleusercontent.com/p/AF1QipMIvxpx5ilOE0kOUxbANpKGaYfB2PgoeMgUcHL8=s10000, https://lh5.googleusercontent.com/p/AF1QipO0k0CIycJDebZA65Ne4_AXwGu08f6JEj-F-sz2=s10000, https://lh5.googleusercontent.com/p/AF1QipPmPOZJeInZNC0Nj01Zw39RzZfU53y-dBHI3-II=s10000, https://lh5.googleusercontent.com/p/AF1QipOYfuZo-hXkM-zpIC9soVbGO9gfXXAlPLLPA76T=s10000, https://lh5.googleusercontent.com/p/AF1QipPdEGerNDCmKaNB1IViNX6JycqRS0ALpNtT3Vz3=s10000, https://lh5.googleusercontent.com/p/AF1QipM12LXXDUGapmoLBBrJaUBMHIRtbuf_1O-ISvFn=s10000, https://lh5.googleusercontent.com/p/AF1QipMtHGXsHaKJ_XBF_boTI9Yk536raLenYNetpe_f=s10000, https://lh5.googleusercontent.com/p/AF1QipOn4haXd7DBjJC0ly5fP9g421E-RwnHSBsJzxcC=s10000",3.5
"Holiday Inn Resort Ho Tram Beach, an IHG Hotel",https://www.ihg.com/holidayinnresorts/hotels/us/en/vung-tau/vtght/hoteldetail?cm_mmc=GoogleMaps-_-RS-_-VN-_-VTGHT,No description,583561335000,"The Grand Casino Hồ Tràm, Xuyên Mộc Khu Nghỉ Dưỡng Holiday Inn Resort Hồ Tràm Beach, Tan Son Nhat International Airport, Lemongrass Ho Tram",5-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMfERYYDVi-xKnFTIwmp8J-MQUe4OPKFscvzmGW=s10000, https://lh5.googleusercontent.com/p/AF1QipOdsyhCT4w2x_pj6illFDwABr7ZBE8F4VGEsjga=s10000, https://lh5.googleusercontent.com/p/AF1QipOIMYMOg2uJrGP4T3ncT-sP9I4CzLLFVnZUptzq=s10000, https://lh5.googleusercontent.com/p/AF1QipPAsH7blP7Dmzo7Z0IR3tkQU3P0Ah35JNWkY3iA=s10000, https://lh5.googleusercontent.com/p/AF1QipPmvwEqmVCu5pVYNidY4ait5ELQn1y8BmeuY71e=s10000, https://lh5.googleusercontent.com/p/AF1QipP7UGRqcYbd0Nraz2dcTXgdvinYINay1mmuPZIt=s10000, https://images.trvl-media.com/lodging/69000000/68220000/68218400/68218399/ce7163b2_z.jpg, https://images.trvl-media.com/lodging/69000000/68220000/68218400/68218399/dccaec04_z.jpg, https://images.trvl-media.com/lodging/69000000/68220000/68218400/68218399/59adfb67_z.jpg",3.5
MONTANA HOMESTAY & CAFE - ROOFTOP BEER VŨNG TÀU,https://montanavungtau.com/,No description,139615700000,"Jesus Christ Statue, Bến tàu Côn Đảo Vũng Tàu, Tan Son Nhat International Airport, Gành Hào 2 Seafood Restaurant",No class,"https://images.trvl-media.com/lodging/102000000/101710000/101705500/101705440/4b7a1bea_z.jpg, https://images.trvl-media.com/lodging/102000000/101710000/101705500/101705440/c58daa38_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOpvp1ytvkUfIJUz4Jd9bDZLUluaiMuyFPgto3d=s10000, https://lh5.googleusercontent.com/p/AF1QipMoDVKyzui410j56UIyefqJtr83LUX9VEa_v9eR=s10000, https://cdn.worldota.net/t/1024x768/content/e1/24/e12403d4d15032204db1063d5ff17b0d7621f76c.JPEG, https://images.trvl-media.com/lodging/102000000/101710000/101705500/101705440/9dcb9542_z.jpg, https://images.trvl-media.com/lodging/102000000/101710000/101705500/101705440/131ce30f_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPlnPse0b5W7GvQWgSmkJSiepWgJxKz39ROsTwG=s10000, https://lh5.googleusercontent.com/p/AF1QipO3M7NJo81IwBWs0iffqbALBcmVASlplp4TpumU=s10000",4.6
La Casa Hotel,No link,No description,97240500000,"Linh Son Ancient Temple, Tan Son Nhat International Airport, Emily’s Kitchen",No class,"https://lh5.googleusercontent.com/p/AF1QipNsnEuHcj1YlmqFjdRL3wAz7WS845WXw2VEvyZO=s10000, https://lh5.googleusercontent.com/p/AF1QipMQsZyx0FPdX0bpbtoZ9o_NV4MJThjRDfV1Abw=s10000, https://lh5.googleusercontent.com/p/AF1QipP6g7OitLr2QWETcCwbPGLUpAe0R3CgU1XQ34U=s10000, https://lh5.googleusercontent.com/p/AF1QipOFmX1U9m7Cm2SczH14RUPSL4AD9Q96pJ10YPg=s10000, https://lh5.googleusercontent.com/p/AF1QipNuvYe2Fotwctpk4fc-jCAQG9vXHFeQaPDrlDM=s10000, https://lh5.googleusercontent.com/p/AF1QipPPcu5lOi1oN3J2mgsA7KLvPBK4sd3tGc_DV60=s10000, https://lh5.googleusercontent.com/p/AF1QipOg9kvniMThrMPoSyvbcwf9qkMRN1sLQjtMkM4=s10000, https://lh5.googleusercontent.com/p/AF1QipOKEID8MtwE9fWTcz4-ZFy0_PL3KQ8Jr8jRjXs=s10000, https://lh5.googleusercontent.com/p/AF1QipOnsu-JryZn2eq8gzEwWDeSnK60bLBAYfU03Ok=s10000",4.6
Homestay Vũng Tàu 1992 - The Sóng Hotels,https://homestayvungtau1992.com/,No description,109340560000,"Front Beach, Tan Son Nhat International Airport, Nhà hàng cơm niêu - bia tươi Đức La Vita",No class,"https://lh5.googleusercontent.com/p/AF1QipM8AndLLI1mhYg5RQjI1Zh01UzxIiFsm02VoalW=s10000, https://lh5.googleusercontent.com/p/AF1QipPMbuah49t-3oIbobNh2LgYDvIas_Lax_IyKQwo=s10000, https://lh5.googleusercontent.com/p/AF1QipPyKeJ2gyEOsWQsKtIlfVxgfwu6DLXTBkvzLxJR=s10000, https://lh5.googleusercontent.com/p/AF1QipMQG32gXRPOgpUQBLg2tiWNe7Fbr7rMDPW7ITSv=s10000, https://lh5.googleusercontent.com/p/AF1QipMPMQ-zUO1r20bZdM-XWTSq98fGlJp21_BX-8dL=s10000, https://lh5.googleusercontent.com/p/AF1QipOdFeVewJCE6FbrcAiwy_ohFFEh_Lg-meVaYECu=s10000, https://lh5.googleusercontent.com/p/AF1QipOIFp4uSbZ2ls1aBwnWaJiBOB9Nx-6Kfmcpncw_=s10000, https://lh5.googleusercontent.com/p/AF1QipMzKEFoFKovEYa7aFCfy3vj-Ns6ipUguVEGoBIN=s10000, https://lh5.googleusercontent.com/p/AF1QipNuGECeht0ROxnylO0NsGlAekJ3wiimVYP7x8Q6=s10000",3.2
Joi Hospitality - Central,https://joihospitality.vn/,Simple rooms with minifridges in an understated budget hotel featuring a laid-back restaurant.,71701700000,"Front Beach, Bến Xe Vũng Tàu, Tan Son Nhat International Airport, Asahi Sushi",No class,"https://lh5.googleusercontent.com/p/AF1QipOoDFThTxCHIy7M_V30Ysd_zvcRtv3ZFzkwRUyv=s10000, https://lh5.googleusercontent.com/p/AF1QipOVgW7kz2JqPvMgODkMBX1TvT-HU4KMjK7e4RpU=s10000, https://lh5.googleusercontent.com/p/AF1QipMajGta33ttz19SUbNl0k1XVLFDtaDltoD290u5=s10000, https://lh5.googleusercontent.com/p/AF1QipPavjOgHWPN0UW3WgHNLqxCohi344WKg9KOk56E=s10000, https://lh5.googleusercontent.com/p/AF1QipPZ8T9354vozk10od3z3Ez4H2H4NTepK2TDEgx2=s10000, https://lh5.googleusercontent.com/p/AF1QipO6dU6WECPUaPgG0TUhIsN1NRcZRzEmTueQ288W=s10000, https://cdn.worldota.net/t/1024x768/content/38/17/381730dd477cfcca7e9d771705abe7e541a2c2d1.jpeg, https://images.trvl-media.com/lodging/96000000/95350000/95341100/95341100/616b29af_z.jpg, https://images.trvl-media.com/lodging/96000000/95350000/95341100/95341100/315e7fda_z.jpg",4.3
Binh An Village Resort,No link,"Warm quarters, some with balconies & sea views, in an ornate hotel offering a regal restaurant.",643125000000,"Front Beach, Tan Son Nhat International Airport, Oc Tu Nhien 2",3-star hotel,"https://images.trvl-media.com/lodging/10000000/9730000/9725300/9725260/227d6dd0_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNF-xnrnYNInDfbEa7C8s1v4EgydV2xNzZc0eCr=s10000, https://lh5.googleusercontent.com/p/AF1QipN22LVnmjo0qdxymCaY6o5H6uOvSZz-8AAYa7vL=s10000, https://lh5.googleusercontent.com/p/AF1QipNRyFGmzSMzx__V4APe5Ht2zfcL-i8LVodr3PQ5=s10000, https://lh5.googleusercontent.com/p/AF1QipOyzNMWpXbiDwio6Xp117Kf5oLWI06Cu55sORko=s10000, https://lh5.googleusercontent.com/p/AF1QipOLLeQpn5Yq8hhNuBE1lgf73VD2ZKpOmlRDcj_5=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f6/e1/f8/fresh-swimming-pool.jpg?w=1100&h=800&s=1, https://lh5.googleusercontent.com/p/AF1QipPUFjQGtT5P2p_myQIPX0mmfZS1GEsNXkyUWMxq=s10000, https://lh5.googleusercontent.com/p/AF1QipNKurGSr7o8fu3OJoG3X-vJnN0IG8yhpioPdbFb=s10000",3.2
Khu Nghỉ dưỡng Caroline Resort,https://www.booking.com/Pulse-Ym9vg6,No description,78066310000,"Long Cung Beach, Tan Son Nhat International Airport, Nhà Hàng Hải Sản Gia Phát",No class,"https://lh5.googleusercontent.com/p/AF1QipPO30IK6FnGbS-zsYPjkkP0TUvC9nR2R9zf50Sd=s10000, https://lh5.googleusercontent.com/p/AF1QipMw_dsOmEPDGaBU4SVrmvTvydpg_pFf4JHNI0Eo=s10000, https://lh5.googleusercontent.com/p/AF1QipMi7j7aBeZm0_EBuKuwe2B0FgrPEzU46n75yt2h=s10000, https://lh5.googleusercontent.com/p/AF1QipNpps2cxQf3Ea5KXpMnGlL4R8D5Gypc1xLeydVn=s10000, https://lh5.googleusercontent.com/p/AF1QipPUd8B1d9mpEpEgc4muJpquZ0yiFFRUeJLwmFCD=s10000, https://lh5.googleusercontent.com/p/AF1QipOM1BwdswZfZyxaBiD2EQG2ItJCXTzeGN52gQZ-=s10000, https://lh5.googleusercontent.com/p/AF1QipM3IQA0fbW4ZohvzTABHENg2tsFQwKoxaQjLGiQ=s10000, https://lh5.googleusercontent.com/p/AF1QipNTXL0_nXcMlWaLjQKjlBvj1wLJlj3PnrQFahZ0=s10000, https://lh5.googleusercontent.com/p/AF1QipPEVh58CunYE-gD7c0bDTgPy-l2Nvqd8YS_uAGt=s10000",2.5
Rocket Hotel,https://www.facebook.com/profile.php?id=61570412833767,No description,85750000000,"Front Beach, Tan Son Nhat International Airport, Luca Pizza & Italian Restaurant",No class,"https://lh5.googleusercontent.com/p/AF1QipNoKKIbpcsoWe1NTNDFjJMEBN73BUkgKmb46qqw=s10000, https://lh5.googleusercontent.com/p/AF1QipNs66rf9aG__BfFXU-MVWMV0fRLrnrXoGd3imTm=s10000, https://lh5.googleusercontent.com/p/AF1QipMhi5sa8lnCXY-x_41yhNuXN6d2K4qwjPmfk53O=s10000, https://lh5.googleusercontent.com/p/AF1QipPNU8-Euy4VtA5vn2_H3nRQvB9pKldTx6VDbkEp=s10000, https://lh5.googleusercontent.com/p/AF1QipM1P1-gsXgpj7U6nAMxAfbLIzXMg_YyqWom9B3R=s10000, https://lh5.googleusercontent.com/p/AF1QipNgMnW5KSPdT415I4vC6fGVzU3P4Hn61Eln51Tf=s10000, https://lh5.googleusercontent.com/p/AF1QipPDPemYJ1NydG-VPQQ3vym2H4e8IpirSVCOeK-Z=s10000, https://lh5.googleusercontent.com/p/AF1QipP8fJRLxceCd18EqLVF5nB0x8lyWDe9lJT2SeY=s10000, https://lh5.googleusercontent.com/p/AF1QipONfEfxf-GyRcyAeiEXaFdOMcJEWR5YbBvh3TU=s10000",4.2
Plus Hotel,http://htplushotel.vn/,No description,89720960000,"Front Beach, Khách Sạn Ibis Styles Vũng Tàu, Tan Son Nhat International Airport, strEATs restaurant Vung Tau",No class,"https://lh5.googleusercontent.com/p/AF1QipOLwCPKZRXdlIP8Kk-SeuAP9CTIfv14Pkz3dsy5=s10000, https://lh5.googleusercontent.com/p/AF1QipOAC1DImlHSgSITMSocDRe64Q1GuhK5S8FtABa3=s10000, https://images.trvl-media.com/lodging/96000000/95460000/95453600/95453509/ec1a565f_z.jpg, https://images.trvl-media.com/lodging/96000000/95460000/95453600/95453509/a011e8ff_z.jpg, https://images.trvl-media.com/lodging/96000000/95460000/95453600/95453509/e1370a0a_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPsPrds3gKy3Q4Qarln2QQq5JoLPt3OeH0KQ2bB=s10000, https://lh5.googleusercontent.com/p/AF1QipN6jB4B34u8rNUwICv1b97ofepF4rql1ZPL_nxE=s10000, https://lh5.googleusercontent.com/p/AF1QipPIGjYUDMJAst2u9MOp4M1S4amP519qM2UNcVWW=s10000, https://lh5.googleusercontent.com/p/AF1QipOnGvbPEBb_0Jd6qzek6nrmKJZ-5JiDXppJvDKI=s10000",4.1
Khách Sạn Hà Đan,No link,No description,72618245000,"Front Beach, Khách Sạn Ibis Styles Vũng Tàu, Tan Son Nhat International Airport, Quach’s Seafood Restaurant",No class,"https://lh5.googleusercontent.com/p/AF1QipOrWp6Kmd7R_gGp1iCIvtnmlAnScDr1Tzsg0uFc=s10000, https://lh5.googleusercontent.com/p/AF1QipMnC0xTfoypL-TYGz_n4X9I9owFf2v3YT-QZQgy=s10000, https://lh5.googleusercontent.com/p/AF1QipO1MWIEyqOE49FSiI9K1XIfXm33BE1uDDXwaSIG=s10000, https://lh5.googleusercontent.com/p/AF1QipP0eafH0PfX96xEXEjy1iXCAxB5i8sBYE76gPKc=s10000, https://lh5.googleusercontent.com/p/AF1QipOHSYu2Y8jJEOgpc8T6RwI1SB9RKVMSRucxMb-K=s10000, https://lh5.googleusercontent.com/p/AF1QipPWBcJsLDN-1y35qTFSOru2lk3lyvmlDmp9U1Mj=s10000, https://lh5.googleusercontent.com/p/AF1QipOnFTr3pmVbT0omdZdX0heQI543xhmyayWXZXVw=s10000, https://lh5.googleusercontent.com/p/AF1QipMq2S3kFoxczaTUQn2qJGsEqH2VfG7-ks-FLgh-=s10000, https://lh5.googleusercontent.com/p/AF1QipOZyiH0_RtgvCaMQnDJf8-2NRE0L-3Q80rALc-1=s10000",4.1
Houston Garden Vũng Tàu,https://houstongarden.com.vn/,No description,0,"Long Cung Beach, Tan Son Nhat International Airport, Nhà Hàng Hải Sản Gia Phát",No class,"https://lh5.googleusercontent.com/p/AF1QipN0amm1Y9N6tY5artSCcIEfw907cWUoza6U2q5l=s10000, https://lh5.googleusercontent.com/p/AF1QipNECWE55EvpJIpbbHt-ul3ULUpwYLAiNjhs86aO=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/19/03/9f/caption.jpg?w=1900&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPBk7Wu56dWcRGmjc_dD1HumDcR2bE9uFOa0lYo=s10000, https://lh5.googleusercontent.com/p/AF1QipPA95IWJcGURfa2HHxgDymI4sczfzo0rxHYZxWU=s10000, https://lh5.googleusercontent.com/p/AF1QipN360fz7XwivzQ098UwkvRJwsANJ9ZOzqpmn9eJ=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/19/03/93/caption.jpg?w=1300&h=900&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/19/03/9b/caption.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/19/03/92/caption.jpg?w=1300&h=900&s=1",2.5
Vũng Tàu Riva Hotel,https://goldenera.vttu.edu.vn/,No description,249760840000,"Thuy Van Beach Vung Tau, Tan Son Nhat International Airport, SKY BUFFET VUNG TAU",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNAUNNiZkIqzUugMx7p6F6SgtL0LTup3Fu6F5zi=s10000, https://images.trvl-media.com/lodging/36000000/35280000/35279600/35279581/cf0759f0_z.jpg, https://images.trvl-media.com/lodging/36000000/35280000/35279600/35279581/4fa2f91f_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOnztjZCw1OtKVItbwb2TBGdJo9rbk2EbyahKRE=s10000, https://lh5.googleusercontent.com/p/AF1QipPHI-97SlN4osMAhjm1b80lf2z1hXTuTp-9Ib8b=s10000, https://images.trvl-media.com/lodging/36000000/35280000/35279600/35279581/706538b2_z.jpg, https://lh5.googleusercontent.com/p/AF1QipP0csRDJE1ovXMLvO4g6CArNk8rjsYK0k9O4ayR=s10000, https://lh5.googleusercontent.com/p/AF1QipOFOpEaF6mLL3eqO1YW0m4qYoFdOcnV4f1NcDLD=s10000, https://lh5.googleusercontent.com/p/AF1QipOkBbsYMwIpfouFBqBQSTkbGuY6NPwCj2Xhbdoa=s10000",3.4
Biệt thự Tiên Sa,https://www.facebook.com/tiensavilla,No description,304075135000,"Front Beach, Tan Son Nhat International Airport, Gành Hào Seafood Restaurant",No class,"https://lh5.googleusercontent.com/p/AF1QipNOTT90NtN-ctMk-1ZMGKElvZVBeNrFDNsdhSIW=s10000, https://lh5.googleusercontent.com/p/AF1QipP9bdr_5N7tIOjNnsNSDf4nqZfMuUOSEGZgvj7L=s10000, https://lh5.googleusercontent.com/p/AF1QipOd9B_E8Jd0Dy5N-RSkNRc6EKk-q7NqtD-Z3hQL=s10000, https://lh5.googleusercontent.com/p/AF1QipO5sWVFPk5ftOPIQfkp8L-8Pq8vhBLitFio3KxK=s10000, https://lh5.googleusercontent.com/p/AF1QipO3hwM88uFs9oMiHVTSvs_7E4kopn0ojPYRywUg=s10000, https://lh5.googleusercontent.com/p/AF1QipNGXzFDN6ZMvJjrMI6Pwiy2N5a18PpaSKAhm3rG=s10000, https://lh5.googleusercontent.com/p/AF1QipMl0x_IE-P4TAKvtVK-iqPguppW46l0Zpb9r8AK=s10000, https://lh5.googleusercontent.com/p/AF1QipOmw1Dt9FkUqksPoy333mdquFlqzNb1Ss5SEQnO=s10000, https://lh5.googleusercontent.com/p/AF1QipPCMPZGSz8SSNML1IU47z3NRqJZhOvVJg1M4KtH=s10000",3.0
Ho Tram Beach Boutique Resort,http://www.hotramresort.com/,"Warmly decorated bungalows & villas with balconies, plus 2 restaurants, 2 pools & a posh spa.",587265000000,"The Bluffs Grand Ho Tram, Xuyên Mộc Khu Nghỉ Dưỡng Boutique Resort Hồ Tràm Beach, Tan Son Nhat International Airport, Gecko Restaurant",4-star hotel,"https://photos.hotelbeds.com/giata/original/12/120001/120001a_hb_p_010.jpg, https://photos.hotelbeds.com/giata/original/12/120001/120001a_hb_a_010.jpg, https://photos.hotelbeds.com/giata/original/12/120001/120001a_hb_p_011.jpg, https://images.trvl-media.com/lodging/2000000/1780000/1772000/1771936/188609d5_z.jpg, https://images.trvl-media.com/lodging/2000000/1780000/1772000/1771936/1469e616_z.jpg, https://photos.hotelbeds.com/giata/original/12/120001/120001a_hb_ro_078.jpg, https://photos.hotelbeds.com/giata/original/12/120001/120001a_hb_r_008.jpg, https://photos.hotelbeds.com/giata/original/12/120001/120001a_hb_a_009.jpg, https://lh5.googleusercontent.com/p/AF1QipP8oJlQy7G1hL38ANf79E6qCG6VYIfpgsyUpJvG=s10000",2.8
Sunrise Hotel Bạc Liêu,https://www.sunrisehotelbaclieu.com/,No description,200900000000,"Khu tưởng niệm Nhạc sĩ Cao Văn Lầu, Can Tho International Airport, Dookki Vincom Trần Huỳnh Bạc Liêu",No class,"https://lh5.googleusercontent.com/p/AF1QipMilN4E2NHCJasrpKMcvECeU-Anv_lLwYZ9NnKH=s10000, https://lh5.googleusercontent.com/p/AF1QipMn4exRSZGn-9H11QJDZQscvfZBxI-4Lys1sht3=s10000, https://lh5.googleusercontent.com/p/AF1QipNMcCJX8ot0jywbSBoBzkcRyb9rHWB-hu-BHXyE=s10000, https://lh5.googleusercontent.com/p/AF1QipM3liA3F7xzljdg7Nczbgx9LIJAn41u9WOMTWJy=s10000, https://lh5.googleusercontent.com/p/AF1QipMoaXi-54r3n0jzHDOkNJfcxKhMSXFW5M4bgW6Y=s10000, https://lh5.googleusercontent.com/p/AF1QipPdC25fPDavXpWgEE9V3X93p5kU1r4_JSschs3S=s10000, https://images.trvl-media.com/lodging/93000000/92080000/92073700/92073689/d85b8963_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMZcFwdxb-hSgtQ_dlH4NF9UP0YQ5J-mrQ20zeX=s10000, https://lh5.googleusercontent.com/p/AF1QipOFrMwOk12VH2tBCL4MUgGyw0vkQE-WwfmWYU8Z=s10000",4.3
New Palace Hotel,No link,"Informal quarters in a down-to-earth hotel offering river views, plus a pool, a sauna & a cafe.",174874385000,"Hồ Nam, Can Tho International Airport, Tiệc cưới Hồ Nam",5-star hotel,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/8e/41/2e/khach-s-n-new-palace.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPfPOFRTy9zoAZs6tmv0NIzaxYfANikX5bl-QTx=s10000, https://lh5.googleusercontent.com/p/AF1QipM8B-aTZiVz7KLjjVFB1Y53XX_dsLfT21Sev-UV=s10000, https://lh5.googleusercontent.com/p/AF1QipP7clvMETamDgUi1e_6LLPvhEQCXxA5QJtu62ay=s10000, https://lh5.googleusercontent.com/p/AF1QipNSWslgAcbzSd2rnhLuG9QYM0GvZUMIz8koYhrD=s10000, https://lh5.googleusercontent.com/p/AF1QipNnU8Pz3z1KcF_TRBCXh9GWct0K1rCZXL5h-wNG=s10000, https://lh5.googleusercontent.com/p/AF1QipM39h45ZFVp5CsPKvfokZm7XIRsOnQ6BwJYu8Ib=s10000, https://lh5.googleusercontent.com/p/AF1QipOpsKEq8nzjUDIm_yfZxqPj48EO42f3dY4-2C0A=s10000, https://lh5.googleusercontent.com/p/AF1QipOyZmXu3S8-Yb_Qy9LHKJ-ahNG79Z_q5FydYOTs=s10000",3.1
THIÊN ÂN BOUTIQUE HOTEL,No link,No description,252432320000,"Khu tưởng niệm Nhạc sĩ Cao Văn Lầu, Can Tho International Airport, Dookki Vincom Trần Huỳnh Bạc Liêu",No class,"https://lh5.googleusercontent.com/p/AF1QipP-dumcU7RgQEeyeRdauf2WL5ZBtzU_pevzXdP6=s10000, https://lh5.googleusercontent.com/p/AF1QipMpMNdTHg398c7aFavK0nSkd2p-A7Mj4QQ1ZzB9=s10000, https://lh5.googleusercontent.com/p/AF1QipPCi4Uo6Mw0TeBaUtXWx8EKncGHr9a-VZclWwdd=s10000, https://lh5.googleusercontent.com/p/AF1QipNgjEsEumn0w1-vwONmaaTOCKcwq_rhBELJTjaQ=s10000, https://lh5.googleusercontent.com/p/AF1QipNBlRRw6QMC5fWQ1_c8kp2hw9Vk_aZ4lHEIR1n1=s10000, https://lh5.googleusercontent.com/p/AF1QipM0aK6LQzh530VvHpIWWsdlX5KTZKTtzcIzaa3H=s10000, https://lh5.googleusercontent.com/p/AF1QipPJWFS5ainxIys8fAtjYN0KybWM5SsdNfGACq5e=s10000, https://lh5.googleusercontent.com/p/AF1QipM0_Y6cJr3ghq_XGgDBTxveWwkWJgmvP5ALdypY=s10000, https://lh5.googleusercontent.com/p/AF1QipOYSrEJeZrsGfzSCAxSPw9eMn3GGKrHbacTg5xz=s10000",4.4
Khách sạn Công tử Bạc Liêu,https://www.congtubaclieu.com.vn/,No description,252432320000,"Prince of Bac Lieu’s House, Can Tho International Airport, Bún xào nem nướng Băng Tâm (ngon)",No class,"https://lh5.googleusercontent.com/p/AF1QipPey-CXTG4Ym-e_WmEiEAmRSvDdfShgC1jR3Q7l=s10000, https://lh5.googleusercontent.com/p/AF1QipPb4XcTReZHmrrkibe7K3sVs4whxNKTzRf4wjKP=s10000, https://lh5.googleusercontent.com/p/AF1QipMNm3FwVuEMwHPG9dNT0S1jZAQ7Brg0Ev50n0YM=s10000, https://images.trvl-media.com/lodging/113000000/112110000/112107600/112107512/662152f0_z.jpg, https://lh5.googleusercontent.com/p/AF1QipMcWyd4IjOEmLbVW1E6_gEqrJdoPtfbEac5tjis=s10000, https://lh5.googleusercontent.com/p/AF1QipOHoVPKdl_AGwcn04Cu89vAOsrU21R1kk8iwu7j=s10000, https://images.trvl-media.com/lodging/113000000/112110000/112107600/112107512/w2560h1344x0y0-4fbad76d_z.jpg, https://images.trvl-media.com/lodging/113000000/112110000/112107600/112107512/57477316_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNXU1qif4Z8KOCtHeMTBt01pNi-t7WOw6uBpD6B=s10000",4.7
